case_id,run_seed,selected_action,selection_reason,phase1_fes,phase2_consumed_fes,terminal_fes,final_error,elapsed_seconds,phase1_checkpoint_hash,receipt_sha256
S1,126,smp,complete_zero_relation_blocks,180000,2820000,3000000,9.710006181888648e-12,1194.02995,ac1998c86647007a9378b01cfad0875d3e4a1305e261421826d54117532ae62c,708c004aed3b28e44713ef9d3a81326997b46afc9f1ca69214b5267a5f1f9334
S2,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,10840.365055583508,1127.486536,d5b7495610fc1ef344cd97794d8d13e2191fb34ebb7fc1d5f653c661bb00ac08,b2bd3cb49f0a992a81ee06cb8e72b0c8be250cc97277f50198df0956ac54a3ad
S3,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,40093.16352997032,1159.327327,2f9be64134e8e412f7952ba8c3e0c2e2dd05ff36d61c5e07e9432e536baed689,28f0f07d993e21ed5fb39596e3cced135d139053fd5917f5c47112ef559037f2
S4,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,49526.96155565666,1184.05016,5517cf5b95d25ddbf89f6320d102d288332ac0c6409a764e1c5b5bad2cab3ec2,1761a8d15344952e6950d63f3d0f295f81a3d25627aaaf74a40a8d7acb6e181e
S5,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,67113.80465188545,1213.235858,d9782857b4dab133c963d50f26d30b1a0ec9787f76b690759b2286da0b39dc16,7ec777e2aa2e03ef464f03a680e2f50e686b5634ca2a2830832e2af1633415a4
S6,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,95624.52017126183,1244.10689,0b4dd4dafc9017ab94bd526cdcbe48d8299ff2eac134e23a9ea3480706fb01ea,1be92606a54f66a09df5ded61d5735156fbfbc25134e61d171fe46aa95dea7dc
R1,126,smp,complete_zero_relation_blocks,180000,2820000,3000000,148328.4797236892,1150.174335,106482854f8dcd571bb5f1a7eacefbc986147c803b550eca09851d8d9b16bc35,2731bbbeacd3494d5036fa7a07cf37869a3a994bb9a54ac01ba14173fb24b6f5
R2,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,244716.86493229895,1137.44113,f3e0f73bdb65836fcee3171ddb86eb1bd027d161dd8cfcb0ea3d318e99234f79,834387f4a3d111dafd73e5f9e69e26df308b4fab7cb58b6f536b551b8b8fc354
R3,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,266194.665576008,1148.509806,5cacae50cdeaa078f2464c157f3bf751f9555acdfd2e5df9715dc0a0cc9dbdb9,de6eec2e90c6d5f087d517a25d1bb1b41e02d3d3d50a4f8f97dff97cd58b50cc
R4,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,378153.833763674,1183.49673,76113cf33ec68248b8ff5923a076c216b7d24fc989c8d0a5f89bc54be6a3bba6,d9f6da4576d44404117b1c63f531b4562157057012014fafb493314244259340
R5,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,300753.8426509288,1232.330788,e74ce870ca2f97278517114bbcc99af44edc5bb2e8c64856c2a4965ccf259374,1090e57922185443403c0261462f2ad8adfe148d8109916019018fa10860444e
R6,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,281080.9582384036,1265.045632,73c017cfccbb57cb974649eb0a93f5a18a213dc04d16ae61952872f847b9369e,398a09c7b492ade8c8cc60d987663e89e873ca7c27a96e5d1f5cfb9594b9427a
A1,126,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,77987.64164409907,1667.345755,5e3e93bad3ec352fc8ce74a323c425983760e5898ec8dce36061e7a74b815eca,3f01d457a6357dd0f9601d60fbf7a58cb80e75bfaba10d565ec68fbb0c203f36
A2,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,78859.93411969118,1186.334405,92c587fde841d59fe016f9df167f6351f7e7f61da645c0fd4ebba68480070cd0,362851278965c1f6417d97f59eff7441f5125a7657f880f85dfd79cedcc7757e
A3,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,78821.1271823449,1205.824064,d7b41e52fa96b42d8169ff68480e7f6e3cf3e9db9c0de3c48e92225c05732550,288dabb8e5c6f93ef9d35ad8c279bf9b2928e4778d954417fe548b5a3a2148b2
A4,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,78662.91580777877,1245.28546,d8550f855006a72006037ed500116460e6bb95e32f20fb2cb058650ff2efa363,19f6c848d3352f164c5539facb35945229765af0d70dc711d2d5b72877619805
A5,126,gcb,complete_connected_relation_graph,180000,2820000,3000000,78549.96652347245,1286.076202,23924cc65ea6c97cda8828c19b190ec306072f36c7813d58ced8b73395c4d7df,57283a7be9fe3d5834d9d49ab555d2755dfc81f0ebef219946b1c9b4c8330cc9
A6,126,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,78709.48710843598,2301.867306,ae087ccf8690ef538c0ae67c6b1114de6d279e98c495bc452d2beb528871722f,296bc95d2f586c639a74c57682a2063d05f116a08ad95079063b548d19453b86
E1,127,smp,complete_zero_relation_blocks,180000,2820000,3000000,1117249.0550745423,1214.14617,942020257675fa6fd5bc172398eede28aeae09190540efc2b28b9f3e7958c10c,d47cd5bdc03dc0320312036d557dbe29180d1ea5c2d97667f898f6a1214a76dd
E2,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,35054176.51666191,1189.676026,31809d909aedc025c479a8d333e638d2bb3674bcfed99795a108e97856435be8,f85b5fcd4b36218d205f33c2fc2b2975ebaa97d8c68b1abd14085af3c94f38c6
E3,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,72694267.44591586,1241.15501,60da585bd82a9204f07f1dddcd7cbef5248f00737aff95c8290d3eea83b7f57c,8c7c6fdc9fa5d2954df78a03a3924b430f066202fcdf16988353092f0691851e
E4,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,86272613.07379614,1241.400503,8cd8e758b047148244fa4e5908302f9a61326ba0d17cfe79f27e03b0bad1af28,fdb83e2c0a5f7425ea00a1f9e77b49d0913175c35557581d422415c157000743
E5,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,151444183.23189074,1256.227316,79d0ea48b3f5e7047b0e0e822921b6e508206153e4ce6a2fa884297c5ead943c,dce7b0e3af41fbb86678c813b5607da394f8b94f7b159ad160cdbb67b886206e
E6,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,133858313.64391145,1308.009167,634441ca7535bd7687d7bdf1128d523abb1edfe506344ffd51e7330b0ab9b61f,7cadfd9901b72a6c912e066ce2ccfde77725adbad7ca38e684b36d5ec56db111
S1,127,smp,complete_zero_relation_blocks,180000,2820000,3000000,4.659263802380363e-05,1200.371903,c56c288786cb4e313e02b2b748185502b870e5c44f55aeb12e60db45a5b8a2f7,82168d77e118c96749401cb2fb36a9ba57a268e59f22a6cf00887a7aa00de39d
S2,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,131689.09209274015,1135.891999,a8cc286bce14a70585d6ba164090efa274c9220fb528a96d0211b0985c892d2b,4798bc7c1de9cc0c57698325b31ac394a2d45a340adcd486f24041d5c6d8f75d
S3,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,153562.9739876983,1173.104114,d9e025a60420bd9a3295b54666ef9f142294e216ada56202fad7057efec30848,2e67ff98eb3515b7d8f244691e05d00ac11c6b799207e3e60b7d494dd5bd3319
S4,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,41625.869438036,1176.188763,ca464c16e014f2cedbaa3f485633e7e6139307770a97b0fbabaf23dc3e2d8d9b,1c429170841179935504e849c77c79e44cd284c9d65a15cf367c9da645440905
S5,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,246976.33891994474,1217.231413,20b5d0f1f9358446df90b7ad3a36488d4e45093acd9e4499ae2fae198b7f67cb,9b7a5a9795e4bae481dc5bbfab352188a5e374d38be23563ac0e3e97b867c9b1
S6,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,371051.44954112265,1261.457965,a6523d42159ab7d6d68943079ca5ab3809ee59a573b6441d17b82f6aa1b0265a,2885b74272cd892af55af2d9571d6167a38ebc731f06681320c6e9579cdfcbc0
R1,127,smp,complete_zero_relation_blocks,180000,2820000,3000000,176297.57104491317,1169.718717,34c933d10ce5b60245446894c87589d77967cfc1048dc2e505932db9532c46df,f9c28d543f891bc0148c4bf4f2a824043d118f91937bec9e3f76abc7c19d1a7a
R2,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,254265.2930355692,1146.993596,68f8fa586064b7d0aa2b4d6c9b5489fa6ff6edb19860c8eacdadf5524b552d88,d396787267593a5344e8fd0c597c58b47af8c0d11679a66de872eb59499bb7b7
R3,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,299651.21430808294,1129.373814,79e79d7d80ecba195b089f523cb5da0d9671c2ef6ac0b3a98005a71876993f04,2e9998ecd2fa86f0cdd0b15e4de1b358fc7eb3491ed7be07dfdf70ddfb328700
R4,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,301746.59931317996,1162.908657,08a2229a855d63b085a13ee9f81a673d6955ce709e227dd8f1433fb39429892a,ee0a0d97cadb6e811377f6d8eaa9009d21bea7276a702a8ccb2a06975213de51
R5,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,361027.6532236795,1208.549144,66f938eec52112cc2e43494b4db9b4b11d1eb7bcd292dd28db87ef493af112e4,550421a5ef9339ec80d61e5bc0b58ad92a32fffd44b8188c728822e3020742e3
R6,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,401961.8475242404,1248.148121,8c1a3ca4a70bf2f5fad072640de8bec0a59a3ae125684de240dcaa20859cf20f,6898250f8c4a074151d391dec4c5a76322e13429e637faca3b97728174ee83af
A1,127,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,78039.99814915046,1655.723804,cd7671d496ea416d835c9174a52b5ad763b5558c0b16e343d0b8e407c2c89ff8,6350ee7eced1522c94ff499f5fd51c2fe7f216bb852e9fdb0102ccf187cc34e6
A2,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,78515.2908947669,1193.515884,f70a7d9e49cc03d583f7b63745ed4d4b4cf7de99e05010c72b5667f047094a69,c6be0d5acdb285b5dc79933a508d9cd3f0f74f8df9063c95ed9a869da3346569
A3,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,78467.54114335809,1189.709842,2c3feb16067e0acc36b68a8b16f298b04f6e4ea8e8882008bc367af9acbf740e,997059eda94c9cadf7087fac7a176e85c536e866d2a865201823d892918db65d
A4,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,78522.12422727415,1238.712872,b7beff6d751e89e5cd18f5c4f836b0de615b7fa8e515a6d285fb27ae5ed0fc0f,f628ea743d47314523514e7f1260edd87169d684984fbceee0f7b3ee2905213f
A5,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,78449.68333954447,1273.021471,8ab41a9a45e71cf414147bd2478f7d561d5fe0ed7125aa9dfaddfee69dfdd3a7,a83e4caa108f5522f66cf309c162a0b307cb23f18579a7b0cb609a03a6c3f92c
A6,127,gcb,complete_connected_relation_graph,180000,2820000,3000000,78713.33254072102,1305.441333,6bafafdeae615077308e6cf30b4348f81a515036a8b29d8ba688b4f62955dd6c,652fc41941613d1272f2ca68e1b7223de01a6f378cb99e361df34140881d7c90
E1,128,smp,complete_zero_relation_blocks,180000,2820000,3000000,4666395.70708856,1240.078731,3f27498a756bcd97b610a1bc90af1cc65f9f017085c541f326d72224f9292855,23288cf5712cd8de1313be35b5886dd0b7a00f0fbb9f6f478c098a8935bbd49b
E2,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,15481279.411863754,1194.443048,64b0eb3fca96982c49d04977d5b884df0865140c8fe4840ced63eefbd7013457,602a318f7c003e80252d2625bc0076f57a8054808de76eaff82be9c78ee05c09
E3,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,27724225.757082906,1241.975698,697f65f651af6d97957b0f7d28efc79341758cc9cfef7cca3f82d198d78ff254,7269521bf387e3aa5b7ebc876410f11d750d7287dd9a561b98664bff1bb053af
E4,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,52116905.81683657,1241.474758,182ec7bf3b5ad4c58aecea2113f6e01db2bf35681d7227683ee1ece3fe3b6560,fd134b3cbdcd3de2d85dc71f4cf8e4c832c8346a5d7a4ae20c982e8bcd8e39e5
E5,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,87834874.01758727,1256.402874,570deb077f3f7fba67d20d55b7a233535fd8688a0d0162223453389da6e8161e,d2c4bbe22a2ec61f8ae4a5964231447e1d7f3af0082c7651c63efe090bb1f1e0
E6,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,88925327.91731067,1323.199843,14d5638e5752780a5dd0ba9f82a86410cf9a803e91a239efca40ed0bbd22611f,2ba4f0dca46c66d258394183b698c803576a46d1273508f03847528f06b66fbd
S1,128,smp,complete_zero_relation_blocks,180000,2820000,3000000,1.0544991588215567e-06,1150.421777,cd7c24cac3a5a5dbb8ed88d3036bd33a28bd13ac8ad4469e3ba39c67df1394a3,f885d99e69305aa216bea130190bd8a4aac910aa8228632592d3a920575a0e54
S2,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,37777.92072034868,1135.688937,78a8258d835706040c5b6d075e5d3e2208879090a38105ad67b0f71937c32395,bcee8b4f339247e408b82a525de5c87deddad75bb422a2c23fbde0dbfb649570
S3,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,258695.7919346965,1156.776632,f176a9b12736e4006bd779ba1a5131848d0179933f2cbaceaa12418037c12c48,2bb2e97597b3b332ffe6301f4b310e91644eb1da153723b029272a46d8db3d8a
S4,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,297616.88462259143,1185.226605,376324548099ec42b49c543402d7156d426ec2fc540aeff24bb7cdb6b58f28c5,e87e0245fcfce463c383d061c31714e970f1251565b5800ac9f4ad537f37ed52
S5,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,63712.36091948252,1237.546748,4951ccfcb49ee8f3092a5bea7fb001bf0beff08404388af08e0747d491e6ceb3,5536e895b0dc4a7306f47f49a335b3f60cafebc8236f68e5242e265714ade9d1
S6,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,195379.17422965862,1306.5363,e526b23c65dd8b69c1250f93de4baf37abd5a630fc444604e7d755fd9bffee45,37fbcc16083428a6a130575fed3cabeb8d008a6dccf5458528f25ede09ec6835
R1,128,smp,complete_zero_relation_blocks,180000,2820000,3000000,139261.34860757415,1147.127674,91ba09a9050e6920e29a9541ae22077958a361558ed12805661456adfd3e04e8,fd104ad0e4c5b63d072d4fc1f7643c6278f3738781d2297b8d08b7e432baa622
R2,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,225300.7178338551,1152.289875,645321041d8cfe9594b171161651a68da935083ab29fddee9b06de7e4309e9db,433fa77dfbc13ba3afeb165b7a66ec9931a988174553dec88e40b55ec299c1f2
R3,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,283960.22136903566,1165.306973,78ff79f36158fbbceb3ddc39596b1a5a6fe885041a725e690f7b832c64eff997,342a0f99f1f21b44241ee1d74e9db9af4517a8b66cdd394c4322a46332b7aa52
R4,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,221061.3974221728,1190.267973,0b06577fb00b5ef773b506a06db9a4a73a299160afd81acacdc4de3f071d0112,c36853282774f67de0b11d0e99ac2d292b686a8099b2e24c9686837c46ff327c
R5,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,412355.1870834772,1212.936986,c4b0d195f9dda837d2f0cb62c4a8325a813760d32a1892a3258486798953dd1d,4ff7e4c09e14cbdead5a7a81cc6d918403b1b491d18f163c1fa208c2d4049c62
R6,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,309454.92727066827,1314.066475,dfb31772d6914ee6ef4e7395e0fea5154808e7259dd49077b76b344177fb175d,5ef4e14b2caa555bf3458ad03a7840ac8822727803a19e508bda5501650b2b21
A1,128,smp,complete_zero_relation_blocks,180000,2820000,3000000,78080.94957072064,1238.80131,c8e6e027d0e2717d7ec92ece92477d9539decbe9c7ce88d7eaf954ea46475d38,fffca9b13fc373166d0bd98170c792c326983fbfa74ba252f52805de0abf75d8
A2,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,78777.7352646652,1228.242396,70b29eeb1b3a0b5ba82ce5265440bcbe603470c894c100772223d243089a0d3c,48ebd2da15a33b4e006b619a3be2bf3f8f14d26eec54b2c285e84cefcfbbff4a
A3,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,78666.52515036098,1244.637114,57e00856f97fbbd086938eab5bb1567ee434d977f1b2a40658705c7acb52fe70,451aef167573f9a0077b2a5d1ce256c6849da68506fb68089f5123f65cf2b58f
A4,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,78525.04807796667,1334.219259,7974fdf64f583680bdac82923b838673647bee9e079a64b07d7f5ffcb6e93161,547550fe31027612d4e7a6a67727b2542b5f317d141f3ee89236e012b08e2b78
A5,128,gcb,complete_connected_relation_graph,180000,2820000,3000000,78818.25894454379,1344.598502,62834d531fbb3979a60e2997b9313f899034141c6adb23f7a0513bdf2441db7a,283af164b1909d5339641853614cf03726a8aca15326a6459a5d41b91819b02a
A6,128,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,78848.37827361951,2776.040599,fd705f48ee16166fbc332dbc9776e4c3e2c9aa3fbe6e9fb6dfb447ef3bd192e4,5be60dbd6c6a012ec5b15bac315d2c8b304923280b71f93892dfbf8ed884ae03
E1,129,smp,complete_zero_relation_blocks,180000,2820000,3000000,2832333.9701259397,1232.568946,eb41644502e2c1c5943ab6ed10fa27704f7d046887d0921ffdb8a02dbcdc599b,9ebb4fe0da691722d7dc3775905e5e46a0af49a33f7788498e4fa41990d79687
E2,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,27845865.505050566,1220.740825,f3520195d169fbd6167e3e50f3f1bae38997c3bcd61b3e844aa7cc54f675eac4,4df4e3f23424b8411251259dbb4f2db0e68937172e8525694ab347f8cb3d1f00
E3,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,29193510.19169271,1249.263006,ed9b23640365e40d8aa3a99f1e2fac9c7f6015ae3b0898829395920ec592a9d0,0224779f968b210bdb0cd55ff9ed27fd6f2d71f704776caaead2e056b1a38669
E4,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,50131403.37322129,1283.629214,8a517b2571f8d30e8b2a75c47c9d3439f24d0acb088d38f3db26f2af90ecfb6a,7ae0cc81f4cb61058b77dc7a36542a57d13641267b9ac204a97594047bcd8236
E5,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,51758576.242532104,1283.108392,a6525d88d72a625b5668d1ccb2f3f7ad46a2f1e9490af74a7bc85036072a9ac9,d079982e778fc9de6b00c70fa9da1d287b8c2af520ae68efaa4ea472129a251e
E6,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,41006821.635260314,1316.98034,913b829661e40d92d684ffd9b8fa41f55d74b658520b0480dafb58cf432dd97e,373295eb46fbc09e81178ecaf04bff43c06dfd9d621bec35acb21bad82da89e7
S1,129,smp,complete_zero_relation_blocks,180000,2820000,3000000,6.153995959329702e-12,1236.748251,fe8e53e65e836262527a50d05a32f3fa3c111beadbebc72abf79d7b26857faf8,25c274a114c8ad3e3fcc1e0fbb4cbf76fecc5ae2ee1a358db3e63435a7380d93
S2,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,60477.21263286368,1169.205005,282dccd2c5698b859c579d91b754584fa02fd69fe10dcf66f57adcee13363b64,5a48c808386330b8a07a5aeab850b650d5d90814132f74fe2452348e082c634c
S3,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,32154.956847346584,1216.035514,3d16b11a3f538cebb87be1a198e37f9d60ca2aeba3bb447cc58830da06ede17d,1c6b67e753d460bfa4bcc9b2661ab8bb56cae7eaccbc8dac1e9b0d5b954112b4
S4,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,27598.787345536377,1215.196252,921a93796ab34518f0252a8b09bd880039a5411628972859cd6ace37e9e66daa,cd4c035e14a9e73a706d6e3ed98a96dce9384c0a01215efcd73f70fca0a0f587
S5,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,24318.189900305922,1235.232001,cd537e6faab4e6ed86e845fcdb92b4b7de21a17a2ad81cd4f1cfea666a0f4bea,1abf564aa479b8349265e331d4fed65cca62e7b60ea61162726202d951fdba77
S6,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,180058.31998846793,1253.690076,6541ccf94ae6ac88ec33e9ce9f807e23c039dfb1045396ec1fd8eb6d72eb82bb,4dde0012d674aee4c912472e625d22fc03cb32f9473942f4d05ac3e8fc2c8604
R1,129,smp,complete_zero_relation_blocks,180000,2820000,3000000,158300.55722137413,1217.094196,a2d13a45534333912003dfe695da8522673c77cd2c29e6f42cffa60f055be261,04790aef26367533f313ef1b7e609ba25df158ae331eceaa0e794428c030ff05
R2,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,246731.0877352651,1179.487122,e1fd37cb39887dc3d699e58f5e9621e48fd478433bf30dab1f6a55991ad42372,fee1cd280ebedfc2529526cb220f17141d95b750883861d75cbce12ed6e52049
R3,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,272578.89888425,1203.063007,6501cc66022c353c7ecad8807ff5f372dd666a61455451426f2b37b6932c5729,c7eef956cdce597e4e3fcda5e57d13097e45630c4ec556ade3ad7703b7909a67
R4,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,294230.3447968436,1222.529677,b272a243e6f8c91196515bbd2d3dd3e43d26ee68303b9656c88e1f38d16d3220,d696139c0eff49e9141906356fe62fc6774d9df93ae04c0fb6a150c6a5adebd8
R5,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,314314.52126316377,1227.745574,d451c6ccd710942c91c7a28a9ffcfd95eb23861c817601c451fc654dc947b337,3dac990502ffd33cffec3819f665bcf713b0b71590a0080002943750d1ef74a7
R6,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,334076.7795848883,1266.118028,ea3cdccc5dfd2e9928a66a04dd180d2c141aa7b14dce4cb6aa3051c9b29a3a9d,9dc6efefc16fd3934f256ea889c16b28f0557b616beb0ead9c5152adc61afc4a
A1,129,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,78904.17402469486,1727.707636,ed7e2eac9fb269408ed7b5e3333865f76b02a8e7f0e5cfde63adb53aa4a42420,8b37884e3c4eb8940b02b447c941d8bb713c3f9badd0bb2ff3356bb3f1b0c10a
A2,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,78708.02364306485,1246.011847,4d376b5b451f48b1f7e315f8e989992384e10149eb0a262bcc9fa71bb28e7702,b8d73abf8680f9faaf36c779cd0ae2a2ca7a729b13361d02bcfc66c03f115144
A3,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,78451.70691877906,1259.500995,85d2d4c27d1c0cfd4225b407b90c1b4a068b89a214f2dd260aa7140d47af9f0b,b743a8f2f7e40b98e83e0bd99db1ec3736de552dfb847730d244ab049167f100
A4,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,78641.02818903969,1302.967983,4584062b7e278ada1d28d034d6a2dcbf08ef52a63126436c5eac4c1f5cd8a7ac,5df3ed4253c75bf051db0ddf62b19d1062af2a63645d26f4a6d9b76b3e9e22f0
A5,129,gcb,complete_connected_relation_graph,180000,2820000,3000000,78875.57709946948,1330.560093,3068c76908545bf10df5be3cc73c01c2f6b2b2ec6cc5cb61d5f8bb10657b17cc,ef3d3734214f52f3d7d56dace7c1cf5a98cc9d0801f7ac67318213b78b74b61a
A6,129,ctp,complete_disconnected_relation_cover,180000,2820000,3000000,78547.76535439822,2497.341995,992a3af988b3ca2ac82b6f81890d8e47e994bc4dbcab3fbd12babf210b4e1765,7899a2464a79769ad94156314f8c0cb494bfbf479545ddf9140d1d37f638cccc
E1,130,smp,complete_zero_relation_blocks,180000,2820000,3000000,16731100.85603983,1292.318828,7e4ad9df38bd2e61c83d18618a914032a00415166a67a1bd4afdb8f533437804,d324a90a03b04699a6ba9e8d2edf3c91f6f379434e613ac192152fb2265533cf
E2,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,9308716.387518248,1244.518155,70509df9fb05f668cb78dab8ce3ad549d8b8128c94a97d90278c1e7ffcca285d,211a95a9a07226f4cd1c17f5a187f19f59b271465f0018752b727af1d15ac032
E3,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,79746368.14874446,1280.664336,d3b8ef6acbeccdad481819170b542a6dedb52b4bc2f53b5f469f9d3c46731e1a,10d69597a65dbc56f202c086d575041fbe3c74b69049b50869a8056af7d42aa5
E4,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,38445755.37236813,1299.126308,661666b1677c93d05e1e2b43e06cfdd92cf1462b66b3f6920754976cde546afb,962eff8082527833d22bfb8595b054f131e142dad62a3c22cf2017cbe04bd241
E5,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,60657029.200314045,1327.498405,a55dfc4dbb45d9e30b9e98314a48fe719ebdf3a9556b6f78670750f80eeb86ef,86da39da31644d2eaf75eb2c38a81cf67eb5ef1bceeb471beb4203418927f880
E6,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,68349786.57096824,1360.730015,c38480c98fb22aa1d9e47b2b3662d75ec4b712c68c5f9080911bdc17d43f32a5,7da3835909105fa765f545207a21005b605e85488aa7299e5ff45087ef386389
S1,130,smp,complete_zero_relation_blocks,180000,2820000,3000000,3.607275426777658e-13,1228.377731,fc512a998ffabc6491801904f1b696d960e727e757e4e1bb04a19698a07fe112,386ea2295289483792e0bbfa8ff5248aba52a2e8d8dfc89893f30760a25226c3
S2,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,150750.76692320532,1182.879958,64ac9e986c9af9d2a47e6ee274f434cf7e39d2ddbcc60b8ca47e3c7d80166786,8a71f36d638b6337c6f9731d2e3c651b021522420e3e98ca15a05dad995d4731
S3,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,20553.686815205798,1173.768179,1069dcca2a1ce64a6202a98e045970cf07c41b2b3fe976ffa6f73df97f20c884,b083e0d21608c434ce77694f5c174012554442f8c2da0fff0ed041edbd060395
S4,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,148533.73375144784,1206.895931,fed379655b4769b656b20865d0db5e708f70c976effa8764c7e615aca385c9e1,a9aac07a3163791f77a05ba85f155950c621a607bc33ddcb2d1ad500d49cb3c8
S5,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,76428.78606933287,1241.576733,f99b0cbd5d7a08a9781ddadf8b10f52c7e187c723dfff4ad730cf52c1957a029,2af1e37811a2db69a09661e71f6e0b8031ce54652c3c510707927258ebedd44c
S6,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,222502.83642265006,1293.635192,f2c1f1c20a8dfde9c79130fb850eea36849da94b4213649e126ddc2bc508885a,74306ee116a03d5bb2950f8c0cfa6da0a9d5bcc405dea9621fc89cddb9e26f55
R1,130,smp,complete_zero_relation_blocks,180000,2820000,3000000,201718.70988669444,1209.090211,45f1b2c43b297cf6f48154e7b6e6abe225d9f29d6f1a4c95817e00d9f8407bd8,b8803a465e5f3fd91f27a834513cc9f1fca6a243bb18dfa0d29a4b1828ac79af
R2,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,200925.59029046714,1162.212476,60402f210466654868ba421652f5a4520b40d3ffecb33aabdbe73fdcb03fc0c5,5e557e9f7fa967ff3c19b4cbd38d28de6e6b8ffc460f94e90bf528bb29858a51
R3,130,gcb,complete_connected_relation_graph,180000,2820000,3000000,251304.3971416728,1157.909333,3734e9517a3f13a3217f77259737011066a7b969ed1a0e2d407cb13ee49462c2,d2ad4c3faa64e8c512b978e63040286106de1a51814518bc76fa94a365c81a3b
