case_id,run_seed,action_name,phase1_fes,terminal_fes,final_error,checkpoint_hash,action_result_hash,receipt_hash
S1,120,ctp,180000,3000000,13487.260208656202,15fe499624c3e8dee530285f1952077c19cd258ff01c0ba037f2e5671c23469f,b0c699479bf2524b36ac14e1f00a87cf1b91772adb0045c0b01dc07dfa49f08a,1ba25bec61214fe594707d65eee99d0fe71fc42ef0f13521ae28010393f688f7
S2,120,ctp,180000,3000000,1164.5802659327003,aab6faa60ace62be0049db8e82886bdfabc6ae0daa65201be8f5249a573cef63,24baa76de66b64b76b0611739612eafbc16d1612acf1ae8f7c55db890faf858e,974a6e36e3c9fcfaf1ac1f7fb5cf6ee14422a5e67e55907286799afdfc9f5cfe
S3,120,ctp,180000,3000000,14385.788283171141,3fc3085bf35c1084066b7366c4a26819bc1fec2a8c4c1668e6a42cda1737b4c8,994c28442407ccf22066f5168d418e54f6be72ef7e4c1878eccd1098d2f1b58c,9fd7fcc9956090dc6b1e22972cce4152142c3b72762f21b9248145211c3e0ed3
S4,120,ctp,180000,3000000,8819.404842431702,57005bfee4fc4f64851ba58842039963dd73b99d390a932d29204ab5471dac93,5a3da77c10ac1d5da3694c6f8325a1170504bf0d2a3ff8128baa5066b6a49bc9,79650171912f36e800e21f064e5e541f2755aee618758ce27ad47aea3cce4802
S5,120,ctp,180000,3000000,27132.159771278737,45458647c1bf70cf46bb1278d2cadb3c9b67742a81c7c6b89a0989af5ef52a66,4174a83cc518541c59abbe90db104f2c6f06836c7553535a2e6542344c648147,69845ea3ba869d27f4d728f9b799899370ed347f3aff8f86ede1a7307bdfd85b
S6,120,ctp,180000,3000000,20027.7404630881,a2ed9c174af450584b40cfbc6802687d8bfe5c8f5c7a5361506ee8329889c094,b1f2899483a9b94c2e749e0f6c779efe0a499010d63e39b95f39a10cd34ea6a6,540e518b096206d4d41b707e3d34fe00037cd8d30d697723c38cb39082e79896
A1,121,aor,180000,3000000,77956.50502859708,9d06d39cfb49dbdc5202286178867ed8669cad52978eb9db55607b0808c8e0b5,f3e2c065940a0d88d8452692e9dbb7594b092a78dcca5aa0319b714f8aec5ffe,391283ce57fef3e12a80ff5b99565c2314b1d14ec1bf3d6ded1caf160d4c2288
A2,121,aor,180000,3000000,78069.26008733733,9cc3ee5182241183ea2b780386d26b530229859495680748da0f6bd36e137173,942eda2e85c341402a770edb2806df9b84fc8f2964290991c42a68dab5b07fbd,c65a4c2ddfb2ff9303de220b3daf5fc65c7fb315a6b5ac40a08ce74d60d26260
A3,121,aor,180000,3000000,78107.16736883571,d70bbeaeabc17213b8ac6fa56267f1b3d10997fbd914ae9527babc79cb70ddb4,4662af065afdf11fb39671d7398d76e35c6b49850d6a83d261e4a97bfb491ee2,d9c32854c649f3685bfdd81043201f4458939dcf8c27e542e5d4500cf934829a
A4,121,aor,180000,3000000,78166.08750332029,5c83922a160d4eb93df4fdd782084eea260f5d5a8580abf8a1d508bc0c9a5f6e,61ee0199ae9000759df9a083764a0628a4ceff6b554a311af79f9bdfaadc2882,1c46b731406678ceaa074095a384bffaa2145bdc77b813ce284563fe6712f2e1
A5,121,aor,180000,3000000,78428.93082215772,06698c9acaf3edc2db74c0217ab3b0bd0cd5001484c67b65e26111be19dacd02,a323009cb75276538cf1cd3442d3cfa704097a7e63b7ad827272259a48642633,9db94fdd82a3c7419be3a5e188df1bb91229faf2eb6ed5cea45074c3a8326ffa
A6,121,aor,180000,3000000,77956.23468491816,c3c3db6d1b9bfbb67f491efc1190ea52afec26e905a4a74399e9237a4080790b,8a84ea9f65dbf6e2843a4b26f1db331802328d7243710fc4d889d0339331b4da,6b1a541fd7da4c30e57c5237ee4d11a76c915bcecce766cce4b017b80cb613ee
E1,121,smp,180000,3000000,768822.062911641,b22ff9d3aaf5302e3642fa92317175897aa5bcf333fe9e86a7ac0c4707245c8e,867b3bb46dcc0e7b1e87236786653888a72f280848246c6649fa2b3213f6fd15,5fe91f675a9befd8c29d7997cabd87e90d68b18322be3f9815cb775dc105435a
E2,121,smp,180000,3000000,3192364.1496020793,fb82387f93b220d8591812c69c682892eb27d545a9e75f0c006bafe7fde65091,3e4ae3434fbdff304497e2b5de5b1120b44be0ab72b6db095a6437f7c665d176,e04047b66ad364a18f04ddc90f5fe9d6056fe00908be2c12ef02c9621ed7ce57
E3,121,smp,180000,3000000,5876214.558461061,ab64a32ada8113c40fc974342b811868a9d27b92d14f3619397c5ad4d1785db0,1b73aac8a66da71c7236f1680e82d24c182e5e0ead688388ba15b339088681bf,0dfc5d92d9bb41faa71bc97de6517492b354d9764cec892551ed6758f58f5db6
E4,121,smp,180000,3000000,8028632.0666402895,a174ca3a0c4b3df587f17fc41a44ce000575ab98d45ddd292d75c57230688a2b,983cb938412e70c334c06d0df83dcad93b2bf52d7858f3ca235a75f04479e468,ca7fa155ac4032e328241c02f6618fe10f8e7277045e7e5c3875f2884a6c27a6
E5,121,smp,180000,3000000,9405451.676303761,b193959953ae14cc99db29b8ddf3c55e310c7ae2c17de66815f8a3bd43e44a7b,6395baf8db531804023ab978ac60a3a3c4ce04ea0fa1e5dbc3ae07f09784e211,63e2292819c5889df4053a9e359c2c4877181fc12fc28f8ce5f0f650dc586373
E6,121,smp,180000,3000000,11319878.058157817,d0fecbf2b10c673a8b4857e70e601f84071d434db1700392bc9419803194afbf,401abd3f334b7742f25631824444d73273620190e06144b75e6b1be609bda080,4ca220a7a02b68e862df9819f3941e7f88f15b8c528ef7ea48cd1c3160cc69db
R1,121,gcb,180000,3000000,137548.64414810587,a255e8bbaed833b69633d9407bc7ba0460a57f85b23375e7266e5d2886bd468a,433b0190c64abb258cd45eced30c7112ad2f4609b5c8126345d97809a423dbc0,846a54fd4b0177579965146cdea9eb70722cbeb0102ffbb14b120ac77921fab4
R2,121,gcb,180000,3000000,194312.46539416796,81de485dd5c85ed018afc3ecb9b414ebadb1f6dee59bc25810c2eec7fbb87edd,1ffb7857d171623cb11c9ef48563e6de36f11cf542dc418f68d4a604d7e0ec69,81c29c7439bd9f7ff7845b4b2bfff9cc64ce0d0182d6616d462e6fddffa00230
R3,121,gcb,180000,3000000,243369.609783823,a673a87e494be73d651007e40776585df95dea941c812c1d7add999bd195e6f3,8e35463e59e43bdef287981b2bbb54edc897293abd2b7ae62d968d08f4d2b710,7e921e0638c582c64d04f0e28eec970d967ac9fc67d07820f75bae6f4bfe414a
R4,121,gcb,180000,3000000,235305.51764119478,242eff0f7b14c13f6f39f966e25902637867920cc4838787a1fdf0b46b82afdb,8006475cd7b28d377acd2820df4075e7d29702ec051be6ea6562ce6523e03d8e,a32c3cd36b53e541c2ae91cbe267ba1db66eaa98fe10f0f486ec2b6cc2053e0d
R5,121,gcb,180000,3000000,284368.3513073178,45b320191c3cc47041d4e3605de9f4c01980e1136679ec0a5553202bb34e5baf,ca32bdb0799c77a0834b7f6bccac9d4d7563b2bfe4be9fc5c6a5924b5e45e437,4556c15a5489b7ec8bc3a07cff47f14824306b194b99173204d589036de72ccd
R6,121,gcb,180000,3000000,199892.94521433112,4ea63289988f7a4af8d4cf84d5e1314e5fa07eacb2b62081e45c13cc91a2ea15,1c91e01c33540a6ec87071af6fc26f80f218c73268f1c8ce8d2b1c0a7abc02d6,91fb5796652308c194b4c194f7f0e2cf69eecefbdef197b72b4521520c1055fe
S1,121,ctp,180000,3000000,1.2147817244970135e-05,2dfc6c40247bd2ee5e474ea1b8db4b95204e4a7c2c9a29e9ec46be63ab9c6830,1987aea47431aba0594e7d0e1e4e088082eecc53e4aa72da7c33de146e0a59a0,41997904adb671865db4fa14db45e79c713051f792736a1405c196c475e28181
S2,121,ctp,180000,3000000,1348.253821235996,0a751daab5807f9652b31c34a8ca42c799a8edd4b34fa4238498fe8a695e3ae0,c0f1a0eaf9ee82ecdd5c2363ff990c32874d274162755e574575d25d48f5b140,684b64b48fba7eec9730da919227bad89063ed781ec30ea1f8cf78c1715b5bef
S3,121,ctp,180000,3000000,4704.225737978076,5c3e1fd156f0694cd3d9cb9ec54d60f37448fb110d672c30279a223c8a60796a,5c018e3734b3ab34de37b4a2354aef4ad605e4af8eeeffc4593b3b10676074e1,4acfb9e504d6b73f64cd80c7fe248e46725bc6831b584e7b6b2837bf2263f3d4
S4,121,ctp,180000,3000000,22585.414786757647,652c7bb2245d431dcfdea7180b3d106469972b28f7e3eaf10667009b90ad2802,ad7a5ca8dc23ee6d466a1364ba76aab98443adc245142244611e5ac7cc2c1199,0e70d1b4efd7f5079e176af84bc61ffbd815301bb86fbe05c703ed3e874e9d9b
S5,121,ctp,180000,3000000,15978.259751180196,ada3ed5e58a94431971eca77b64b77ec0689c5002cace950685fe96de4623f18,53ddce9b9ecb8cc4e10aeb3b82a90f0a26f64ca4634855f5512a25d60139569d,3d5271fe1014ab3c24a2dfe3c0178445b0bdfd7a17e5ba579e674548c3032154
S6,121,ctp,180000,3000000,55563.096934470545,134dae9068f03d43b6a15d9ffdb001b6297da8f191fbc21fffc91244a778c973,e56c9fc414436badb2b78e9e59a5c0b0fe43e3db122eafba202e6e57ce1d3562,1bd4d20781673f69571e29efb0a5751a82c46abe11ca3dc59c52f36764063c20
A1,122,aor,180000,3000000,77905.2492059049,adf27f12e803f5b95d400e1076da8a9c6c1f2bcedcbd98da33c9fe36094d9c39,07436a9114064544d22eb7a1122ae140ad30e51ee3aaca466b652eba0019e991,7f871ff18633151c39cbd0bcf158170d25ead2bf59d9160209dd855f306969df
A2,122,aor,180000,3000000,78122.50153853426,70d661598803a7074431c7785f02db5514aa6d7e29c5269d6faa3330235f6aa3,62b410bfb2f1a6df9706a455316f8ff7f9b0b7f0d03df0427af42f239b1afa55,0e4edf524bee375fa1ad52c0e8752d668db4b50de95097a6e20a48b117de2ac5
A3,122,aor,180000,3000000,78140.19963742144,0efd329a0a29e9c761c92172475d67d3c3a36edfcc96bfcc52cfbd252bd89d5a,da7341ee82f8e8f3fe416dc4fc70fa2ea8e1f94e6d87b4d09bd3239085b8f877,87690818620744d7532d1318ebdc33dab8fe7b242cfef85c5292459efa94b441
A4,122,aor,180000,3000000,78188.98964659659,d8b4aed46865bab1003e8e1ea2ce6dbec6bfb72d57682d5e3a5cba25c5851bfc,c5820adc66c811a0c138414cf6fa375603a10b7c0ab5a2368461b531625d7453,ad4eda8fca66678d5832a2e2fe5367b608cfb97e55cbda67e8bcdf41a4ee2e24
A5,122,aor,180000,3000000,78257.30128001374,e6da9ab4c5e6149b162b0428eb945c8c80dbce43847237ffad51c8f9a196c2b2,62003fe12f4212d725a6808e1ce62223f318cf841d58eef6ae93b5f4e67542bd,930c5fc3ef8d1e7671a1afd44bfbc09af42ffd5a299cef4fbd3a6a6598698a44
A6,122,aor,180000,3000000,78094.17616357039,c8cc0c6efed1392057b34aa49486d06582763c634aec48bfbda565da08e75dfc,6cb74f58865db30b50f6b7259e7e1d6dc160997b3fd20b3529afcddfc2944f91,adba79ef6aa5fabced4e233447f9b117ddd2109a78e1992680196833f1457b0c
E1,122,smp,180000,3000000,1562166.341324213,1ecd2139c3066778d6780274865568792d8db5cbf1036dd04627aaaab9628a8f,3e725fba38f06349bffd33343d72040ff44783211dc53fc94da1bcdcec1cbdb3,2048bb843679ea2942b56b78cc48e59b474d66a7603752cffcb3fe4071ccca24
E2,122,smp,180000,3000000,3420543.2599816625,2d46f65f7bdbc193592cb9ff0e480de38bd1bc0ddb8817641633e8e76dc93455,ee641313623e9842f33174dca7c04fe7048ae2652218354741074eaa3c17f371,a09cca1b5002e6f80f171a34f66bd0fe4a0792d8d41d865a8988e0a49c587e4f
E3,122,smp,180000,3000000,7303080.456532629,7e1983850e7f51a30297ca01027a644775c0f67e7729e03fed4996a056d1540b,b7da720ff815a2e38e244bbf32a08ea0894621e2963f04c14d75ee5e8fe3ab12,86f739c5def7d2ec09c1fab5352113f0dcb3820686c8bed7be005a25f8fa51b5
E4,122,smp,180000,3000000,7152688.922476794,ce27659adac7067cf629caa845f871441206ab9a64886c944581c46c39e8e3b0,9463a914eb461a7fe5d021bf4b3d2378a95431005acc25c2958f26f4b0e8aa97,ee06eaf8cb7dfeec4a18b0c3d90b54906d6edadc1de702b6a0f9753a1f21a633
E5,122,smp,180000,3000000,13218920.950508872,027694fc279b0912f3ea57ed3dfbb61cfd08df0922e3e152b5221e3a501fe384,779dc777b999ca8ee443b37a334e33abab3b860ab4d902887bead1515af7abb6,3bf3449b2af6683c30eace0282c3bc3983a9d2fcbbf669028348bb77cf39f19f
E6,122,smp,180000,3000000,13506788.608645516,68facf5e992eee771b48e5826e91a7fef1b79895f4bf53c08597eae4579f5c97,d747a53c16557915326f6feb141e1fc2ac071f86cb98b75428fa5f565a965838,a31fe07f80d5c0e28691009f81b5a8391111008a53b2fc234aaef5dc2dcfc08f
R1,122,gcb,180000,3000000,147257.97007861515,1516d011bb99d4df16339575e37509941e4d85cbf883ff0a3beaaf1267fec370,2dac2abbcdec6f5f64ba1c0fe26795d0a1423b8c2f0e62be6a14636f6c6be893,f075a987ce3364c1336ef71cd592ba153bb34978f1b8e0026bba221655c3d134
R2,122,gcb,180000,3000000,175985.54058381944,0885ee649219dab793ebb8ea6538abc698774878097f9141ce847b672ae97fa0,1872dc3b0f8fffcd4e361dc77b1f1edd57475cdd4328f3e765acbdd83cfbfa13,4c33d52ad8a4b06122b07db2f354772f61a9f48bf02c38c99438779db4a6a37e
R3,122,gcb,180000,3000000,278431.8644456414,6600ad03d50602eb91c50883b91e0dbc2752c648f6242fb846181cb19219298e,7b9a1712e0c6526a7e4985c63ee4997473a285d9ac3c067686a6c5bad30216ee,c08da429e1cd3883caad9cb34313ea5bb5084c7d969105d489384984c137245c
R4,122,gcb,180000,3000000,236112.08116849855,f6fe331d051145afa20fea93135270d888095cf9aa302ec3704b1fa7b7a445b7,42023c14abee6bb37309c047a9cc9a9ee4a0efb76a4e0760d881079fafbf8904,fcee8f53eb2b03d32bfc6c0acd87198a652d09b9c2b00fbbaa576a6da0705006
R5,122,gcb,180000,3000000,228949.76062026268,6c1a814f510d53a9c25fc2597b191caa8a6508ecf2f2d92d85061caede70ce75,2c4ec9d863447694bb15fe9947d884d9c4929ab549df7ada6c72b591fa922be4,cbce0fdb138bc408020e96686a39b3814d5b866f0fa8cd6e695ff040dd3605c1
R6,122,gcb,180000,3000000,445914.68466303305,9f3b3441fb7a1945ed3ef40e604d1e7793e989bfa22e5ee126cf6ef3870c86cd,fc3d4b0f62bc06b585e90b15052da073392472b5d1607cc714314102a1f09f9f,9be39642bd6c4250b5cee818b5c75c09b65734d14905fdf2dc396025c1c93ace
S1,122,ctp,180000,3000000,90.01381985293202,59f65e41a4d87959fe3d0210a7da4f7befe43399ac22274c05e429669ca019f6,e70da49daef3d54412ad76cdfa225484d7a68ca037936274d830086d3b6e294f,640b363b704f89e3456cdb7d7e61fe4ed638aa9236febd303e44fd162fc48057
S2,122,ctp,180000,3000000,124.77938985076872,46aac726c9abed39ae2c37e13db312c69181660d781ad6d34dea2cb72f705062,62d8bf6c5787c20bcdda54ec4d6694ce821d6451e4080776776c14bdc0ad546e,19bee712dba0ec4e727abcafcc92d11f1043c3d2acb34933d6c390b6aa8e4ff5
S3,122,ctp,180000,3000000,2017.3622248407667,4a3d32252dc8cf2d14a3dd5be20b9b539c79d512a7c1347807f9cfbc95f99464,b5cafd23cb46d25f2b40d4ef8883605083fa820ed38e66c657c3a1af21db1127,e2d99969d377fad144fbc520de2bcc193588a01d6f7bd8c2228c6a0ab57d2bac
S4,122,ctp,180000,3000000,4854.5472276861465,729ce51ed3871783441d97482d9a4580596a0a555f2e0ac30c10af1f67691672,ec60dc97158b94f28243d9536617a158d0f6fa5c41ac46564b7012d1fcb41c48,401a331cd967eae2bff08ea577bd427f710bad726b7c3b9bc38926cb252b0588
S5,122,ctp,180000,3000000,19835.235716122308,5d86817f80b0ed1025efeaee5a581a1d402a2dcb267a776b887a38038725e1fe,afeba37948dcf01645cc436ffb1747c2ad7f1ce7fcb06ce69b09a9763718cbb8,23a1829528c8125ae03b884519587f8a5630e862dc8ac709708b2763b2264117
S6,122,ctp,180000,3000000,8377.857922247123,deaa2b17645f80c6a9a6906847e57e0990924c58cae3fbd0c6582c8971703b40,6fa460f8f7d322d5c43e1e5eb522a2cccba6392b9eff613dd26e3d97abda8918,038f24208e3b59d9912556d32530e9aee7554ccc3a042dc662d06aec6dd0fbcf
A1,123,aor,180000,3000000,77998.29941539996,17900fe6a6802a9c67e22809992b01bd96e51328b71ddb225b751d78fcffb101,92f2832bd97e0587666178a8cf7ec3f7313d5da6523ce086634bcbc55095d39b,798102dc66cb6b519b384e532c9b788ea9aaa9b7579eca4eb1c4dc14c8a424f8
A2,123,aor,180000,3000000,78126.82138574177,f3d160667b9a98046106165d83f5285a73f289200dffcf6047f3311db7194c81,2f959320fc7ba314c2a2969d072343d96dfc49b650d991c3cdae9fb510f3fc4b,8b502c74026361db799f3245bfe25c4069f41cc2d80a5baee069aa7d98f7c0fe
A3,123,aor,180000,3000000,78194.34948700474,45ae54b08b991fdfd5337caa844a77806a1c80037b58740edc7e5ce5c929e6f6,43078ce79b37e108df0bc4a6e3dfe3e2594a797e3d6cf55af68d5d92ba072e3f,fdd0fcb883521ce6672649a056c25027d18be95cab81075120d113fb73bddf55
A4,123,aor,180000,3000000,78096.77067380841,3397e6283a6bc236acd7fe61fe5f0aa9f7e12ec571674321d99f576eff45f9b5,7885e62b74403a6890dac19e9960289a572dcd8cffc4c535d9bac744e7f13797,7bbbc91e15f486350d5d1d36026077204a282c7bd4e06c0988b5ebb3ffc6e7c2
A5,123,aor,180000,3000000,78327.1375327915,784d02a4d9c3f56f69704a494809eb64beec53de7e89a248499491bece4952ae,b2c83a0857684f6485b960912de46f9d6ce9e8884922eefb6ab783e4de2cf153,4cc0beebeb6c9d3d1d12d600db82c53cd9d9e80749b3cd5a8d20793457f54cec
A6,123,aor,180000,3000000,77900.10197540399,66501acf882896028d928d7aaca3d7635bf591daa690004095bd6e8df0bc3b21,5b483314d6e1a4579e0012e79469ca327f394fd1ff7962ac78a2e8bd7d5d98e7,d9dd33d269eda0ec7b0040ba43f7dc819e48205ab3958912283ec5839b749460
E1,123,smp,180000,3000000,158904.2550411282,d25a4459a43967d5d41c38830a7aeb05f7549275529db6d3943f4303eeb4d7f7,8e004a97b010ebf57a47de2b33bbebd4050f9da8a71f2f9d12dffbad257f69f6,f8f42e6ee9cbb46c34b4235a29a878f66ada55118458b86cff5d6679da435421
E2,123,smp,180000,3000000,4996762.190281665,5babb9f6d4a9a94ce8ac44bd43332857d35b1956953d4bfa64f7bcd28c060cc9,98cebbdc180a2b76189c8bf5203381d772a7b867a7e530998c520bc4971c6e86,652bc47f1a186967b7f5bfb973a30969c4260fa08922719d15515d92c20fa467
E3,123,smp,180000,3000000,6621789.273199663,5618c300c0b4ecac734066d8a60b6cadc3a1c1e41f155f43a1d36e26f8b687f0,145b2d694bc2b64187415ffe5b644517fc477eabbf2cd5d94ddc73924cc360db,cc8a8a42c8e553f0680eced630ec40efb48605792c5bac5e532ef45ef6504358
E4,123,smp,180000,3000000,11164747.392448109,0566e3de1fb3328b1139d232a6d99812573a762cd304a2cc3a5a4bee02f22ef4,2b39273984295fece92f92dd7998855cb365f39a636e4ed86dc767d077d08cbc,c3d933f8927dac72f758afb5178b88598ef8753c7636822f9417b4a8d14de59c
E5,123,smp,180000,3000000,11102704.420431854,5f93dd8221aa35df909dc94fdb75447a3cdba04ab116bfbbb27a68ab3926a950,3f7410c627b7bef1e070bff3001f469728bf23e14e68af9dc32d92eb8cfcac4c,5b064fd545282d4bbaede89510b0fdf57a8ce2e57b9c5e948fd9daeef78277b2
E6,123,smp,180000,3000000,15146471.558575425,f420837789319ad2326b0371bc226d3c0ce282248f62b6c2ee4fca90dbf8cd8a,649e229df8b9e9cda7de2f5e5ee3c159ac649d78698536a97c621166085a233e,490812214109dfb0abebace2bd5bbe8e600a2837ff79a819d68b417b36aa41d6
R1,123,gcb,180000,3000000,163665.60002969948,51e90b19b7cc0a6236ad7122b904b3290ea8b211d33f846be3d87fc06de3c2da,214a2ba3e629b022c8c50266811c3f9b14cac3c0b4f086e7e0fc0fd7ee4b6ae4,d7c9713b4249010813124e8f8c4c90b038166b603dfd6199877dc8a1b1ecc2e5
R2,123,gcb,180000,3000000,186573.50255848328,6ddb74fd69b4a1ff9d43e471f9bdf0570fb2ff811f6401a95e39b1a7c449190a,486408ad33d3c1c561610092b0068900ffb609486d9180caac0ca10121a4ce7e,66110de7b4769c7ef819e5638dc170e772c429b52cb708f65c2faf5c501936e4
R3,123,gcb,180000,3000000,388264.0142973701,56bc2c07dabbcb654d06fc6125aba1eebd8fdf33c2989de5515ff3410bc5d009,57c424570976406e07c15d039a78bd61c07fe8446ea30de23515c415cddf8f1a,5348b2383148fed851a41c1761b72589ee36581f3dc32e4350ed468482e47062
R4,123,gcb,180000,3000000,324046.61409247137,7b6a18875edac01959102b476c83f05ff7af7f92a30e0daf978254adb4730038,23d39dae393e0d8a830fc27aad3494de2003f3379cf32497c814e277f2f361a5,4b243471f394b23bb9e73001f6959f288262458d2dedf5afa01ac4085fa822f6
R5,123,gcb,180000,3000000,338846.05821850145,4af39a5657b61c378f2f90188d33d5f6cea1e4138ad8f6e51f96a1e9aaaf6a2c,dd4f030cb478015bafdc5c6a53aaa8da6366ac2a68549f1f5c3714bcac33291f,084ab9dd167c2701b4dd9d2ce13c0bbae7da3ccad5d41d51cb3140382dae4bb2
R6,123,gcb,180000,3000000,392934.05514719925,077db0ea1ad0f567d6bc2c8b7168d337bc5616d3c4ac94aebeaf94a7d8a11169,0aa3fa526f4dd676a244ed503619c18e68381a0a24390ae2b02759a0015d7aed,c884363468c0fafb88e47f671af4b2548c1eef6a8f11b6d6c2092f1056ae44a0
S1,123,ctp,180000,3000000,6.841509788439833e-07,028f177ded6e34d13792700ea26f405c7acc6b23b39024bdca1ae7d0df938e37,70e71c36e400661e24410506c273d3f4c297d3629ae208e67fd889fe7ce39d66,d141b191ca6a6ccef88688de8623ad3d4d2c3f32b0127150161f8ca6056dd4e1
S2,123,ctp,180000,3000000,1705.4188128166907,2346c85889a1163c4a920e040796c8030830cdd0516a7ed33f6333ce5430aefa,c3bc68e2f93f66b19d47a4d0bd4f2ac89b33cd7b6c70c88eb194c9a88ac59cb2,37af19e1fafbcb83f21e7bce68daea3273aef60a2442f8571e1944af3420e3e8
S3,123,ctp,180000,3000000,14556.798374525019,e4b52a70d346b316d49d3b7b9d3272216b4ad614b4ad7845d41fbb7935b0e2db,8699a68adbd59c23cca0b3548e7f85a964507f35ba536e9739f0cd7d1badb88e,cbf2effce4aad12dadaf9b3128dd119c06dd0074ac493ea9a99bd4b61ded6748
S4,123,ctp,180000,3000000,29821.778325963875,97b978acc9c88d95d967f1e9e75dae81d4ae33c2dc8c3e2f206ff24c3a7d1fbb,6ce78d4c22c8455afe1eea442b76d548ee3307b107a2ae8aa6e05c0eede57b08,90084b0c28ebe87d4b594ff39fae876887a69d57e021f32d1fd62ef4ab4eee38
S5,123,ctp,180000,3000000,20633.888038677094,474f2da7ada75971c09f836129a4ced037325806bc7289a660d2ba61c95e6719,7e96eec7f7b876971b35da6239e76802a3ab3724b4e208e531236f5c3612e855,4371f25bec91bc4e90ddd0e2f6a6f7e3acc3f3364c2e363b0dcbafeae27cf727
S6,123,ctp,180000,3000000,10112.420805270394,a7467786967b277266a6f12b04f68f407dceb14270c026b7a9882cb8d881ea65,13baad384086f987e500d6ee077f55f840fd431bf2007019f81cd97761179933,f5382864670f2be500110aec4fbf7c117130f2631e32a6205ca3ea54640b0713
A1,124,aor,180000,3000000,78138.51597701796,2efc023a9b007094ca64ffae6f086429dc3cce28ae41395fffd6daa2d85539f3,5d00160d169779f4a5940fc7ef8a7ad0f35097b5129a70846d42840e03be7e4d,e0aefeb53982ae771a41df52e1abcd37f7a7a87d0973bb664d8fba92a70c78d6
A2,124,aor,180000,3000000,77942.41483719302,613e14ea938e8a59fb403eec03fd7caa2e97928c51cdfa15bca1e84a5756bc0e,2e15d0b4db14d165161e20295d0fdccdd6cd746bbec547aedc55119d51484adf,c88d22b000f97eb43301d2027ef3cf6b8b33c599e4094f66d15a392859a3d93a
A3,124,aor,180000,3000000,78342.98152002097,e7657679758ccdb97b36783979059f1537ba125e74a853da1804f4927782bc7b,75d5a40103c5cbaad61e6e740879019e4a6711f1d50b2693c53fd4551c5024dc,099e21650d308c8d9a76495a7b0f8554935a47535dfa2d3195203a04e9dcb75a
A4,124,aor,180000,3000000,78176.33329396884,ff2fa04e43cb6ac4026ec84b59462d4b6edd9da1fab1579a00c815dccbbd2b5f,ac297b5f5221ed2f87df29e5dccc4b7b2500ec5af8e583acf83877f6cc4e88f7,6a5bf97ff71a97890c38b071c6bb5cf729c6ae0000e09c269cfdb020a9c66d56
A5,124,aor,180000,3000000,78355.01925952313,e9e33598edd3f956df66ab879c46845f578523c6c312c5bcf795e32e98502704,bfc1724cc45c7552be3561aaf00dd89a62dfd72fbdaa98d83176d953cc1c30e3,80ccdb34b62cc2d509603bce8f52fd6b71689291951657262c47b7d675c80e53
A6,124,aor,180000,3000000,77856.14340083457,b2b58b7c61b5dea1d9d833ec541d8d5bbdaea2e77f9134916114312584d2d6cd,49b6aba25a03b4b8243244d3426d3c7c5c8af7fa553072e3b6d9af8875294482,9e5f4590815ae4da2ca2eee613c37930c944ddc42edb47841397aa661d7d9eb8
E1,124,smp,180000,3000000,32182044.354052607,a667abb5da696a655a1d1898feb912ec5e554ed89551401d9521d6ddff4e699c,b58550cc577d5f90c9d521eddf5ee1ee7dcb01dbe612a0f2aedc314367cf38db,3f7c9728088ffeb6d26aa8d45c1f596bab3c3d513eb8a858369f1c2176a59bdc
E2,124,smp,180000,3000000,2159195.157538168,3b55531fda54f646c7ba2586cc0af96672408340e95b7a93ea25de4e65392ef7,54c4c79e92b3199dcbda4b68eb8bc02052c013450a282fb263d96c33044df466,1a3436c135dae6e328a1ed689b75bdd500e746a648baed65514b3bc51a2a69c1
E3,124,smp,180000,3000000,3898529.8377842857,afd6a2505414684fe1ada54e97be9ec920703efad2da02fa71480fc5d495c247,f03618cb4634ccc043dcab83b764f6e2ee12e62db22ba3c3860e1fb1d0b75bd9,987f8863e8dc72d0433ed448ff3606b7a1b9c10e854509b181de3cfaeec198d5
E4,124,smp,180000,3000000,7302757.611502351,08a0419e53cab24a8f119e85145b06fbbb499b3f532bcfba10168ff96db60f60,7153d225448a1f3cb57ef5d8187979daeb7aedb1f81bb306b8303b380ada71f6,1e945c3b0df1b4687a8449a999c95475e3f5c2a0ee0811734b760d19b00fdfed
E5,124,smp,180000,3000000,11568723.918834092,e36a1c3a3a0f3b9d6cdd0779ce2bae7e38cdd2e63e4803b1af03c1e656262e3d,df4ff42c712dfe16fb96466d34ecb471611d8e78622a01ab74baac8fedb51184,491b38b7006ab25e52651839e2e786e45da227c7a5d8eaa358f4e559669eeb36
E6,124,smp,180000,3000000,13130073.499498436,03ed55b871de82dac402c237d0ce279037e13eebc30bd40518a9502cebcb9e7d,01de075fba35fe8d397f6950aea44ee8a7d2cf674b345b07e7b6c151436b2561,1a37de3f13b771ac9a9f2b84c8111fd660c23670a994994ce338617b701f79f4
R1,124,gcb,180000,3000000,172088.7878724558,4dc4f00bc7cce2aadc9e546c59289d3888b860745e34b5cdcfe6ae7f61582e14,479c70527ef3c7dab497a204fd36ab5c842caad1fc0d6264a47cf39ee2afefce,689eec30dfb3f3b200a12f411ae109bd7fc7569f5d49f026af9b81cddf1071a6
